Busco_id	Status	Sequence	Score	Length
EOG092R0HTQ	Fragmented	PCA_SD_01942	258.0	293
EOG092R0HU8	Complete	PCA_SD_04149	553.8	351
EOG092R0HUD	Complete	PCA_SD_08871	340.7	229
EOG092R0HUS	Complete	PCA_SD_05966	365.4	235
EOG092R0HUT	Complete	PCA_SD_09030	291.8	264
EOG092R0HV1	Complete	PCA_SD_18558	279.0	213
EOG092R0HVD	Complete	PCA_SD_05302	357.0	210
EOG092R0HVM	Duplicated	PCA_SD_00371	321.4	244
EOG092R0HVM	Duplicated	PCA_SD_00372	331.3	216
EOG092R0HVW	Complete	PCA_SD_12516	344.2	303
EOG092R0HVX	Complete	PCA_SD_05807	154.2	156
EOG092R0HWE	Fragmented	PCA_SD_08185	448.9	259
EOG092R0HX3	Complete	PCA_SD_15432	289.8	249
EOG092R0HZT	Complete	PCA_SD_12087	510.9	304
EOG092R0I06	Complete	PCA_SD_04434	303.0	249
EOG092R0I0W	Duplicated	PCA_SD_11543	360.9	277
EOG092R0I0W	Duplicated	PCA_SD_24745	360.9	277
EOG092R0I1Q	Complete	PCA_SD_03928	377.2	341
EOG092R0I2Q	Complete	PCA_SD_00141	353.8	214
EOG092R0I40	Complete	PCA_SD_00523	220.3	272
EOG092R0I4I	Complete	PCA_SD_03340	279.1	238
EOG092R0I55	Complete	PCA_SD_06647	256.0	202
EOG092R0I5K	Complete	PCA_SD_01303	160.7	177
EOG092R0I6A	Fragmented	PCA_SD_04508	204.1	120
EOG092R0I91	Complete	PCA_SD_10171	363.6	238
EOG092R0I97	Duplicated	PCA_SD_02213	563.9	296
EOG092R0I97	Duplicated	PCA_SD_03114	564.5	296
EOG092R0I9G	Complete	PCA_SD_23507	330.5	219
EOG092R0IBO	Complete	PCA_SD_21840	337.6	255
EOG092R0IBZ	Complete	PCA_SD_17630	212.3	193
EOG092R0IC5	Complete	PCA_SD_03452	284.0	195
EOG092R0ICU	Complete	PCA_SD_19485	298.9	292
EOG092R0IFA	Complete	PCA_SD_21533	276.6	264
EOG092R0II2	Complete	PCA_SD_06236	187.0	229
EOG092R0IJ0	Complete	PCA_SD_07083	394.6	298
EOG092R0IL3	Complete	PCA_SD_16480	94.5	155
EOG092R0IM4	Complete	PCA_SD_04390	450.1	230
EOG092R0IMW	Complete	PCA_SD_11318	98.7	217
EOG092R0IN4	Complete	PCA_SD_01390	238.6	180
EOG092R0IO1	Complete	PCA_SD_02700	236.2	199
EOG092R0IOJ	Complete	PCA_SD_07384	392.6	289
EOG092R0IP8	Complete	PCA_SD_12064	444.9	281
EOG092R0IPH	Complete	PCA_SD_00741	313.4	181
EOG092R0IPT	Complete	PCA_SD_05919	177.4	153
EOG092R0IPY	Duplicated	PCA_SD_12503	263.2	206
EOG092R0IPY	Duplicated	PCA_SD_22456	263.2	206
EOG092R0IQT	Complete	PCA_SD_06634	171.3	150
EOG092R0IR0	Complete	PCA_SD_02766	169.6	160
EOG092R0IR4	Complete	PCA_SD_09841	337.4	202
EOG092R0IRO	Complete	PCA_SD_10669	421.1	211
EOG092R0ISI	Complete	PCA_SD_15176	449.8	263
EOG092R0ITD	Complete	PCA_SD_08134	178.8	211
EOG092R0IUN	Complete	PCA_SD_07623	528.7	276
EOG092R0IUS	Complete	PCA_SD_10424	469.5	591
EOG092R0IY1	Complete	PCA_SD_04970	401.7	225
EOG092R0IY8	Complete	PCA_SD_07238	200.5	232
EOG092R0J0M	Complete	PCA_SD_04660	228.0	368
EOG092R0J2R	Duplicated	PCA_SD_09652	300.1	183
EOG092R0J2R	Duplicated	PCA_SD_18732	297.7	182
EOG092R0J38	Complete	PCA_SD_11768	110.8	186
EOG092R0J3L	Complete	PCA_SD_13197	225.4	198
EOG092R0J4X	Complete	PCA_SD_11128	278.6	198
EOG092R0J54	Complete	PCA_SD_05580	450.6	239
EOG092R0J7Z	Complete	PCA_SD_11593	233.2	186
EOG092R0JAY	Complete	PCA_SD_01713	191.8	213
EOG092R0JB8	Duplicated	PCA_SD_13531	316.5	221
EOG092R0JB8	Duplicated	PCA_SD_15960	341.6	221
EOG092R0JBC	Complete	PCA_SD_03568	389.3	240
EOG092R0JCZ	Complete	PCA_SD_10904	176.4	169
EOG092R0JF0	Complete	PCA_SD_15796	314.0	209
EOG092R0JFN	Complete	PCA_SD_07981	206.5	177
EOG092R0JFS	Complete	PCA_SD_01265	161.8	108
EOG092R0JGQ	Complete	PCA_SD_01483	329.5	223
EOG092R0JHD	Complete	PCA_SD_19115	406.2	361
EOG092R0JI2	Complete	PCA_SD_01308	336.5	153
EOG092R0JLJ	Complete	PCA_SD_16252	125.0	132
EOG092R0JMT	Complete	PCA_SD_24362	251.7	268
EOG092R0JO3	Complete	PCA_SD_02043	350.9	242
EOG092R0JOD	Complete	PCA_SD_10683	205.8	195
EOG092R0JOQ	Complete	PCA_SD_20059	271.2	242
EOG092R0JP7	Complete	PCA_SD_08126	409.7	301
EOG092R0JQ5	Complete	PCA_SD_01509	91.7	139
EOG092R0JQS	Complete	PCA_SD_02101	271.6	248
EOG092R0JRS	Complete	PCA_SD_06121	227.1	227
EOG092R0JSR	Complete	PCA_SD_06443	307.3	182
EOG092R0JTZ	Complete	PCA_SD_09573	391.4	240
EOG092R0JVE	Duplicated	PCA_SD_16580	255.3	170
EOG092R0JVE	Duplicated	PCA_SD_19031	257.3	170
EOG092R0JVF	Complete	PCA_SD_04065	248.5	180
EOG092R0JVI	Complete	PCA_SD_10317	179.5	150
EOG092R0JW1	Complete	PCA_SD_07939	146.7	157
EOG092R0JWL	Complete	PCA_SD_05303	230.3	259
EOG092R0JWU	Complete	PCA_SD_01448	165.9	142
EOG092R0JXF	Duplicated	PCA_SD_19752	262.4	170
EOG092R0JXF	Duplicated	PCA_SD_20240	290.8	172
EOG092R0JXG	Complete	PCA_SD_19167	251.7	210
EOG092R0JY0	Duplicated	PCA_SD_15077	387.5	337
EOG092R0JY0	Duplicated	PCA_SD_15161	394.1	318
EOG092R0JYJ	Complete	PCA_SD_05915	250.2	202
EOG092R0JYK	Duplicated	PCA_SD_13162	452.1	266
EOG092R0JYK	Duplicated	PCA_SD_18740	452.5	266
EOG092R0JZP	Complete	PCA_SD_06373	339.4	197
EOG092R0K1D	Complete	PCA_SD_05654	200.1	139
EOG092R0K4F	Complete	PCA_SD_08984	247.9	241
EOG092R0K51	Duplicated	PCA_SD_06306	383.4	202
EOG092R0K51	Duplicated	PCA_SD_25064	424.7	217
EOG092R0K5I	Complete	PCA_SD_11484	162.4	231
EOG092R0K5L	Complete	PCA_SD_05811	248.9	212
EOG092R0K67	Duplicated	PCA_SD_08476	393.4	255
EOG092R0K67	Duplicated	PCA_SD_17773	393.4	255
EOG092R0K6S	Complete	PCA_SD_10801	109.7	196
EOG092R0K73	Complete	PCA_SD_09670	263.7	168
EOG092R0K7J	Complete	PCA_SD_06677	194.7	196
EOG092R0K82	Complete	PCA_SD_00233	284.0	215
EOG092R0K85	Complete	PCA_SD_08135	267.5	275
EOG092R0K96	Complete	PCA_SD_19991	387.6	454
EOG092R0KAX	Duplicated	PCA_SD_16164	267.7	175
EOG092R0KAX	Duplicated	PCA_SD_16751	269.2	175
EOG092R0KB9	Complete	PCA_SD_14240	208.4	136
EOG092R0KCV	Complete	PCA_SD_02715	311.7	215
EOG092R0KDZ	Complete	PCA_SD_08656	428.7	215
EOG092R0KE0	Complete	PCA_SD_15589	302.3	212
EOG092R0KED	Complete	PCA_SD_01036	86.3	169
EOG092R0KF4	Complete	PCA_SD_02028	158.0	155
EOG092R0KH0	Complete	PCA_SD_06432	140.0	171
EOG092R0KHQ	Complete	PCA_SD_06469	557.8	385
EOG092R0KI5	Complete	PCA_SD_05291	164.9	194
EOG092R0KIU	Complete	PCA_SD_09949	469.0	304
EOG092R0KIX	Duplicated	PCA_SD_04896	364.3	198
EOG092R0KIX	Duplicated	PCA_SD_18549	363.7	198
EOG092R0KJJ	Complete	PCA_SD_17986	268.4	198
EOG092R0KK9	Complete	PCA_SD_13760	176.0	170
EOG092R0KKU	Complete	PCA_SD_03434	371.2	192
EOG092R0KL3	Complete	PCA_SD_13512	208.3	217
EOG092R0KLB	Complete	PCA_SD_11436	382.1	268
EOG092R0KN3	Complete	PCA_SD_00312	273.2	257
EOG092R0KO7	Complete	PCA_SD_08428	403.9	234
EOG092R0KOB	Complete	PCA_SD_05053	278.5	218
EOG092R0KOW	Complete	PCA_SD_07391	345.5	175
EOG092R0KP0	Complete	PCA_SD_09542	274.7	223
EOG092R0KQA	Complete	PCA_SD_08933	86.3	151
EOG092R0KR3	Complete	PCA_SD_11076	208.5	141
EOG092R0KRN	Complete	PCA_SD_04693	256.3	173
EOG092R0KRT	Complete	PCA_SD_07503	313.6	196
EOG092R0KS0	Complete	PCA_SD_07103	200.3	165
EOG092R0KT6	Complete	PCA_SD_24629	240.5	142
EOG092R0KW0	Complete	PCA_SD_04769	182.4	193
EOG092R0KXT	Complete	PCA_SD_08009	231.7	168
EOG092R0KXW	Complete	PCA_SD_20948	330.6	179
EOG092R0KYN	Complete	PCA_SD_07152	246.4	188
EOG092R0KZK	Complete	PCA_SD_07366	367.1	171
EOG092R0L04	Complete	PCA_SD_04656	314.6	314
EOG092R0L0R	Complete	PCA_SD_05318	234.4	150
EOG092R0L1J	Duplicated	PCA_SD_17766	399.8	194
EOG092R0L1J	Duplicated	PCA_SD_26250	399.7	194
EOG092R0L2H	Fragmented	PCA_SD_08494	217.6	287
EOG092R0L3B	Complete	PCA_SD_14353	201.3	198
EOG092R0L3D	Complete	PCA_SD_00798	324.2	227
EOG092R0L43	Complete	PCA_SD_12722	117.7	225
EOG092R0L57	Duplicated	PCA_SD_00761	129.2	176
EOG092R0L57	Duplicated	PCA_SD_22398	148.4	188
EOG092R0L76	Fragmented	PCA_SD_16169	306.6	158
EOG092R0L9D	Complete	PCA_SD_24421	301.1	217
EOG092R0LAR	Complete	PCA_SD_05042	394.8	276
EOG092R0LEB	Complete	PCA_SD_02336	199.5	233
EOG092R0LEP	Complete	PCA_SD_11287	357.6	219
EOG092R0LIS	Complete	PCA_SD_10728	546.8	458
EOG092R0LJB	Duplicated	PCA_SD_04848	192.5	137
EOG092R0LJB	Duplicated	PCA_SD_11320	197.0	133
EOG092R0LJS	Complete	PCA_SD_00104	238.9	152
EOG092R0LLW	Complete	PCA_SD_05717	339.5	185
EOG092R0LOV	Complete	PCA_SD_09968	197.5	147
EOG092R0LP1	Complete	PCA_SD_09033	354.6	353
EOG092R0LPA	Complete	PCA_SD_17090	341.6	184
EOG092R0LQ1	Complete	PCA_SD_18635	307.7	177
EOG092R0LSC	Complete	PCA_SD_19203	294.7	185
EOG092R0LT9	Complete	PCA_SD_04357	329.7	185
EOG092R0LTJ	Complete	PCA_SD_15339	216.3	313
EOG092R0LTN	Fragmented	PCA_SD_09569	134.1	110
EOG092R0LTO	Complete	PCA_SD_09813	117.7	115
EOG092R0LVW	Complete	PCA_SD_00834	216.2	159
EOG092R0LW2	Complete	PCA_SD_10444	282.3	320
EOG092R0LW9	Complete	PCA_SD_09444	216.2	141
EOG092R0LYG	Complete	PCA_SD_01767	197.5	158
EOG092R0LZX	Complete	PCA_SD_04239	213.4	248
EOG092R0M21	Complete	PCA_SD_04480	240.7	186
EOG092R0M3R	Complete	PCA_SD_00719	334.1	244
EOG092R0M42	Complete	PCA_SD_10563	461.9	232
EOG092R0M5K	Complete	PCA_SD_05602	190.1	198
EOG092R0M60	Complete	PCA_SD_10329	369.9	201
EOG092R0M8R	Complete	PCA_SD_01401	39.9	105
EOG092R0M9E	Complete	PCA_SD_04382	333.2	177
EOG092R0M9J	Complete	PCA_SD_00904	211.2	138
EOG092R0MAA	Complete	PCA_SD_15401	307.8	157
EOG092R0MAC	Complete	PCA_SD_06966	242.4	254
EOG092R0MAZ	Complete	PCA_SD_20456	224.1	188
EOG092R0MBH	Complete	PCA_SD_13222	291.4	219
EOG092R0MDW	Complete	PCA_SD_01327	238.7	163
EOG092R0MEM	Complete	PCA_SD_06745	271.4	247
EOG092R0MFG	Complete	PCA_SD_17422	224.2	163
EOG092R0MGP	Complete	PCA_SD_10655	197.1	142
EOG092R0MGX	Complete	PCA_SD_08909	324.9	260
EOG092R0MJ9	Complete	PCA_SD_20901	139.0	191
EOG092R0MJK	Complete	PCA_SD_04742	342.2	180
EOG092R0MJU	Complete	PCA_SD_08524	166.6	127
EOG092R0MKD	Complete	PCA_SD_00344	303.0	211
EOG092R0MLD	Fragmented	PCA_SD_01482	137.9	102
EOG092R0MMA	Complete	PCA_SD_19114	225.6	185
EOG092R0MMV	Complete	PCA_SD_01388	334.1	179
EOG092R0MO6	Complete	PCA_SD_11477	257.7	157
EOG092R0MO9	Complete	PCA_SD_08323	325.4	209
EOG092R0MQD	Complete	PCA_SD_13805	282.3	202
EOG092R0MRI	Duplicated	PCA_SD_01029	245.2	125
EOG092R0MRI	Duplicated	PCA_SD_20711	245.2	125
EOG092R0MRQ	Complete	PCA_SD_10684	162.4	199
EOG092R0MSR	Complete	PCA_SD_08552	131.6	129
EOG092R0MU5	Complete	PCA_SD_02402	248.3	195
EOG092R0MUQ	Complete	PCA_SD_00222	388.4	182
EOG092R0MWE	Duplicated	PCA_SD_00695	193.7	231
EOG092R0MWE	Duplicated	PCA_SD_17692	193.7	231
EOG092R0MWK	Complete	PCA_SD_11369	183.6	174
EOG092R0MWX	Complete	PCA_SD_03887	255.8	194
EOG092R0MXM	Complete	PCA_SD_07019	124.9	127
EOG092R0MXX	Complete	PCA_SD_08021	217.2	151
EOG092R0MYJ	Complete	PCA_SD_05801	275.1	159
EOG092R0MZJ	Complete	PCA_SD_11437	385.1	300
EOG092R0MZO	Complete	PCA_SD_02133	127.7	90
EOG092R0N1R	Duplicated	PCA_SD_09442	339.0	170
EOG092R0N1R	Duplicated	PCA_SD_19122	339.1	170
EOG092R0N2B	Complete	PCA_SD_01845	74.2	176
EOG092R0N2X	Complete	PCA_SD_01356	132.6	219
EOG092R0N34	Complete	PCA_SD_00158	246.5	162
EOG092R0N37	Complete	PCA_SD_03518	247.4	168
EOG092R0N3K	Complete	PCA_SD_01205	274.6	156
EOG092R0N3P	Complete	PCA_SD_08069	240.7	184
EOG092R0N43	Complete	PCA_SD_01293	238.3	153
EOG092R0N4K	Complete	PCA_SD_10175	302.2	209
EOG092R0N57	Complete	PCA_SD_02118	237.7	305
EOG092R0N6R	Complete	PCA_SD_06676	418.7	228
EOG092R0N6Y	Duplicated	PCA_SD_00180	272.0	168
EOG092R0N6Y	Duplicated	PCA_SD_07815	272.0	168
EOG092R0N7A	Duplicated	PCA_SD_01874	300.5	158
EOG092R0N7A	Duplicated	PCA_SD_01887	277.4	150
EOG092R0N8E	Complete	PCA_SD_06436	288.0	190
EOG092R0N94	Complete	PCA_SD_00172	187.5	143
EOG092R0N98	Complete	PCA_SD_00683	216.5	138
EOG092R0NAG	Complete	PCA_SD_22849	202.7	172
EOG092R0NAJ	Complete	PCA_SD_01009	211.4	155
EOG092R0NAM	Complete	PCA_SD_09315	283.4	242
EOG092R0NC7	Complete	PCA_SD_04639	170.1	139
EOG092R0NCM	Complete	PCA_SD_06598	177.5	158
EOG092R0NCS	Duplicated	PCA_SD_09790	288.5	243
EOG092R0NCS	Duplicated	PCA_SD_10440	288.7	249
EOG092R0NED	Complete	PCA_SD_03664	197.8	167
EOG092R0NF1	Complete	PCA_SD_01951	335.8	184
EOG092R0NFZ	Duplicated	PCA_SD_17754	280.5	164
EOG092R0NFZ	Duplicated	PCA_SD_18859	280.5	164
EOG092R0NGS	Complete	PCA_SD_09044	264.6	165
EOG092R0NHF	Duplicated	PCA_SD_08475	281.8	219
EOG092R0NHF	Duplicated	PCA_SD_17772	282.9	220
EOG092R0NHH	Complete	PCA_SD_03402	255.3	162
EOG092R0NIR	Complete	PCA_SD_04147	284.7	181
EOG092R0NJ2	Complete	PCA_SD_08231	163.1	147
EOG092R0NJW	Complete	PCA_SD_12339	243.4	194
EOG092R0NKU	Complete	PCA_SD_06872	265.4	170
EOG092R0NL4	Complete	PCA_SD_06108	151.5	113
EOG092R0NL5	Complete	PCA_SD_13781	212.3	160
EOG092R0NL8	Duplicated	PCA_SD_15472	176.1	155
EOG092R0NL8	Duplicated	PCA_SD_25646	174.5	155
EOG092R0NLE	Complete	PCA_SD_14643	171.7	134
EOG092R0NLS	Complete	PCA_SD_18441	240.3	170
EOG092R0NLZ	Complete	PCA_SD_08014	130.2	109
EOG092R0NNF	Complete	PCA_SD_04601	246.5	162
EOG092R0NNM	Complete	PCA_SD_02021	203.2	154
EOG092R0NOG	Complete	PCA_SD_18343	328.9	161
EOG092R0NPD	Complete	PCA_SD_02896	405.1	287
EOG092R0NQ0	Complete	PCA_SD_09950	221.5	134
EOG092R0NQO	Complete	PCA_SD_08532	123.4	153
EOG092R0NSH	Complete	PCA_SD_04218	295.3	171
EOG092R0NUQ	Complete	PCA_SD_04730	255.7	142
EOG092R0NWK	Complete	PCA_SD_10041	249.4	136
EOG092R0NWY	Duplicated	PCA_SD_08270	218.0	222
EOG092R0NWY	Duplicated	PCA_SD_09406	192.3	212
EOG092R0NX5	Duplicated	PCA_SD_11494	312.4	168
EOG092R0NX5	Duplicated	PCA_SD_25917	312.2	168
EOG092R0NY4	Complete	PCA_SD_01617	266.8	138
EOG092R0NYP	Duplicated	PCA_SD_08235	154.1	166
EOG092R0NYP	Duplicated	PCA_SD_15418	153.7	166
EOG092R0NZ8	Complete	PCA_SD_12963	213.3	136
EOG092R0O02	Complete	PCA_SD_06829	233.6	149
EOG092R0O2S	Complete	PCA_SD_11727	199.4	276
EOG092R0O4D	Complete	PCA_SD_07733	224.8	179
EOG092R0O53	Complete	PCA_SD_00500	223.1	156
EOG092R0O57	Complete	PCA_SD_24206	153.8	112
EOG092R0O5N	Duplicated	PCA_SD_17346	243.7	127
EOG092R0O5N	Duplicated	PCA_SD_23750	243.7	127
EOG092R0O72	Complete	PCA_SD_02197	182.2	132
EOG092R0O9O	Complete	PCA_SD_13692	268.3	151
EOG092R0OBL	Complete	PCA_SD_08447	84.6	71
EOG092R0OBY	Complete	PCA_SD_14260	81.8	89
EOG092R0OCP	Complete	PCA_SD_03584	211.6	139
EOG092R0OCV	Complete	PCA_SD_13985	95.2	104
EOG092R0OD6	Duplicated	PCA_SD_00960	176.0	160
EOG092R0OD6	Duplicated	PCA_SD_09914	176.4	161
EOG092R0ODM	Complete	PCA_SD_00817	243.0	193
EOG092R0OEO	Complete	PCA_SD_00461	268.2	177
EOG092R0OF7	Complete	PCA_SD_04573	222.2	249
EOG092R0OFL	Complete	PCA_SD_02877	267.2	206
EOG092R0OGR	Complete	PCA_SD_11786	230.1	212
EOG092R0OHG	Complete	PCA_SD_13965	214.2	119
EOG092R0OK7	Complete	PCA_SD_15790	282.2	280
EOG092R0OKA	Complete	PCA_SD_18559	319.1	152
EOG092R0OL6	Complete	PCA_SD_13750	289.6	298
EOG092R0OLS	Complete	PCA_SD_04533	250.1	130
EOG092R0OMN	Complete	PCA_SD_05140	79.8	75
EOG092R0ON1	Complete	PCA_SD_02743	196.4	126
EOG092R0ON6	Complete	PCA_SD_06635	213.8	317
EOG092R0OPE	Complete	PCA_SD_00307	277.1	161
EOG092R0OPW	Complete	PCA_SD_06607	246.0	163
EOG092R0ORA	Complete	PCA_SD_11724	172.0	112
EOG092R0OS3	Complete	PCA_SD_01304	216.8	116
EOG092R0OSR	Complete	PCA_SD_11947	175.2	143
EOG092R0OTM	Duplicated	PCA_SD_21170	159.6	104
EOG092R0OTM	Duplicated	PCA_SD_25105	158.2	104
EOG092R0OU7	Complete	PCA_SD_07049	231.5	153
EOG092R0OV8	Complete	PCA_SD_16282	151.5	426
EOG092R0OWP	Complete	PCA_SD_01918	318.4	291
EOG092R0OX3	Complete	PCA_SD_24110	300.2	140
EOG092R0OXH	Complete	PCA_SD_03889	209.9	140
EOG092R0OY2	Complete	PCA_SD_03748	170.3	80
EOG092R0OYG	Complete	PCA_SD_01134	329.6	149
EOG092R0OYT	Complete	PCA_SD_07112	190.6	127
EOG092R0OZ3	Complete	PCA_SD_10101	254.0	127
EOG092R0OZA	Complete	PCA_SD_08237	150.8	125
EOG092R0P02	Complete	PCA_SD_12080	227.1	155
EOG092R0P0G	Complete	PCA_SD_11206	209.9	122
EOG092R0P1X	Complete	PCA_SD_03214	229.1	171
EOG092R0P2W	Complete	PCA_SD_11142	150.4	188
EOG092R0P3V	Complete	PCA_SD_00341	276.5	158
EOG092R0P4A	Complete	PCA_SD_10102	324.6	182
EOG092R0P94	Complete	PCA_SD_18341	278.3	150
EOG092R0P9N	Complete	PCA_SD_02110	110.0	69
EOG092R0PCW	Complete	PCA_SD_00415	280.6	144
EOG092R0PDZ	Complete	PCA_SD_12891	229.7	128
EOG092R0PFK	Complete	PCA_SD_17904	163.8	260
EOG092R0PG4	Complete	PCA_SD_06468	292.9	146
EOG092R0PHD	Complete	PCA_SD_05827	181.3	167
EOG092R0PI7	Complete	PCA_SD_14468	172.5	150
EOG092R0PJV	Complete	PCA_SD_16439	161.1	129
EOG092R0PLB	Complete	PCA_SD_03926	151.1	80
EOG092R0POC	Complete	PCA_SD_08147	217.0	119
EOG092R0POK	Complete	PCA_SD_07816	115.2	132
EOG092R0PP6	Complete	PCA_SD_12287	127.9	235
EOG092R0PRT	Complete	PCA_SD_08020	231.4	127
EOG092R0PS1	Complete	PCA_SD_01290	171.5	208
EOG092R0PSF	Complete	PCA_SD_13716	208.2	151
EOG092R0PTM	Complete	PCA_SD_09447	141.4	98
EOG092R0PUB	Complete	PCA_SD_10877	217.1	150
EOG092R0PV2	Complete	PCA_SD_12431	404.9	486
EOG092R0PW1	Complete	PCA_SD_10773	99.6	87
EOG092R0PX3	Complete	PCA_SD_09445	164.4	73
EOG092R0PY9	Complete	PCA_SD_04087	255.5	146
EOG092R0PZ7	Complete	PCA_SD_14306	153.2	111
EOG092R0Q0D	Complete	PCA_SD_05534	305.1	205
EOG092R0Q27	Complete	PCA_SD_06987	216.7	228
EOG092R0Q2F	Complete	PCA_SD_10396	939.5	454
EOG092R0Q2I	Duplicated	PCA_SD_03936	133.7	81
EOG092R0Q2I	Duplicated	PCA_SD_05860	133.7	81
EOG092R0Q2I	Duplicated	PCA_SD_06106	154.0	81
EOG092R0Q2I	Duplicated	PCA_SD_08527	131.0	81
EOG092R0Q3E	Complete	PCA_SD_01598	231.1	178
EOG092R0Q42	Complete	PCA_SD_00726	340.3	442
EOG092R0Q48	Complete	PCA_SD_03420	228.6	121
EOG092R0Q53	Complete	PCA_SD_12995	256.0	158
EOG092R0Q6A	Complete	PCA_SD_17636	161.2	116
EOG092R0QBJ	Complete	PCA_SD_04656	193.2	151
EOG092R0QDF	Complete	PCA_SD_15694	246.1	121
EOG092R0QEF	Complete	PCA_SD_00021	246.3	406
EOG092R0QEI	Complete	PCA_SD_04347	162.6	112
EOG092R0QEP	Complete	PCA_SD_07688	142.6	104
EOG092R0QFH	Complete	PCA_SD_15693	211.3	115
EOG092R0QFT	Complete	PCA_SD_00628	160.5	110
EOG092R0QHV	Duplicated	PCA_SD_10887	175.2	111
EOG092R0QHV	Duplicated	PCA_SD_10888	177.6	111
EOG092R0QK3	Complete	PCA_SD_11205	139.2	102
EOG092R0QL1	Complete	PCA_SD_16444	172.1	131
EOG092R0QLK	Complete	PCA_SD_06964	135.6	98
EOG092R0QMM	Complete	PCA_SD_02980	117.7	101
EOG092R0QTB	Complete	PCA_SD_00874	254.1	152
EOG092R0QTE	Complete	PCA_SD_01501	176.9	110
EOG092R0QU9	Complete	PCA_SD_20686	219.1	252
EOG092R0QZ2	Complete	PCA_SD_13778	180.6	97
EOG092R0QZP	Complete	PCA_SD_03893	165.4	81
EOG092R0QZV	Complete	PCA_SD_00114	194.0	110
EOG092R0R5K	Complete	PCA_SD_24384	232.0	120
EOG092R0R64	Complete	PCA_SD_00467	164.5	93
EOG092R0R6X	Complete	PCA_SD_07196	155.4	210
EOG092R0R7X	Complete	PCA_SD_02800	177.8	109
EOG092R0R8A	Complete	PCA_SD_04220	355.5	346
EOG092R0R9X	Complete	PCA_SD_15152	101.0	83
EOG092R0RAU	Duplicated	PCA_SD_10114	104.7	92
EOG092R0RAU	Duplicated	PCA_SD_25967	104.7	92
EOG092R0RCZ	Complete	PCA_SD_02363	260.0	130
EOG092R0RF0	Complete	PCA_SD_02182	75.0	139
EOG092R0RFG	Complete	PCA_SD_12495	183.1	104
EOG092R0RHJ	Complete	PCA_SD_11748	174.8	101
EOG092R0RJ1	Complete	PCA_SD_05555	100.0	101
EOG092R0RQ8	Complete	PCA_SD_04647	152.5	132
EOG092R0RRQ	Complete	PCA_SD_06578	166.7	96
EOG092R0RRV	Fragmented	PCA_SD_12298	82.3	63
EOG092R0RU6	Complete	PCA_SD_08548	183.6	99
EOG092R0RUI	Complete	PCA_SD_09739	177.0	102
EOG092R0RWL	Complete	PCA_SD_09747	281.0	133
EOG092R0S3G	Complete	PCA_SD_04439	239.2	156
EOG092R0S60	Complete	PCA_SD_05579	136.5	77
EOG092R0S9A	Complete	PCA_SD_17451	165.8	85
EOG092R0SDT	Complete	PCA_SD_03218	154.5	82
EOG092R0SE7	Complete	PCA_SD_15028	124.8	70
EOG092R0SH7	Duplicated	PCA_SD_12335	201.0	107
EOG092R0SH7	Duplicated	PCA_SD_17353	199.9	107
EOG092R0SHK	Complete	PCA_SD_12581	132.5	74
EOG092R0SLY	Complete	PCA_SD_19486	205.7	212
EOG092R0SNN	Complete	PCA_SD_00943	140.6	96
EOG092R0STQ	Complete	PCA_SD_05828	72.2	63
EOG092R0SVK	Duplicated	PCA_SD_10323	121.3	91
EOG092R0SVK	Duplicated	PCA_SD_13691	121.2	91
EOG092R0T9R	Complete	PCA_SD_05695	168.6	83
EOG092R0TG6	Complete	PCA_SD_06043	130.5	63
